ithaID,phen_id,type,subtype,name
2209,2,Thalassaemia,alpha,α⁺
2210,2,Thalassaemia,alpha,α⁺
2211,2,Thalassaemia,alpha,α⁺
2212,2,Thalassaemia,alpha,α⁺
2214,2,Thalassaemia,alpha,α⁺
2215,2,Thalassaemia,alpha,α⁺
2216,2,Thalassaemia,alpha,α⁺
2217,2,Thalassaemia,alpha,α⁺
2218,2,Thalassaemia,alpha,α⁺
2219,2,Thalassaemia,alpha,α⁺
2220,2,Thalassaemia,alpha,α⁺
2221,2,Thalassaemia,alpha,α⁺
2222,2,Thalassaemia,alpha,α⁺
2224,2,Thalassaemia,alpha,α⁺
2225,2,Thalassaemia,alpha,α⁺
2226,2,Thalassaemia,alpha,α⁺
2230,2,Thalassaemia,alpha,α⁺
2231,2,Thalassaemia,alpha,α⁺
2232,2,Thalassaemia,alpha,α⁺
2233,2,Thalassaemia,alpha,α⁺
2234,2,Thalassaemia,alpha,α⁺
2235,2,Thalassaemia,alpha,α⁺
2340,2,Thalassaemia,alpha,α⁺
2430,2,Thalassaemia,alpha,α⁺
2475,2,Thalassaemia,alpha,α⁺
2487,2,Thalassaemia,alpha,α⁺
2488,2,Thalassaemia,alpha,α⁺
2493,2,Thalassaemia,alpha,α⁺
2518,2,Thalassaemia,alpha,α⁺
2527,2,Thalassaemia,alpha,α⁺
2538,2,Thalassaemia,alpha,α⁺
2539,2,Thalassaemia,alpha,α⁺
2554,2,Thalassaemia,alpha,α⁺
2555,2,Thalassaemia,alpha,α⁺
2571,2,Thalassaemia,alpha,α⁺
2576,2,Thalassaemia,alpha,α⁺
2951,2,Thalassaemia,alpha,α⁺
2986,2,Thalassaemia,alpha,α⁺
3027,2,Thalassaemia,alpha,α⁺
3030,2,Thalassaemia,alpha,α⁺
3031,2,Thalassaemia,alpha,α⁺
3032,2,Thalassaemia,alpha,α⁺
3049,2,Thalassaemia,alpha,α⁺
3050,2,Thalassaemia,alpha,α⁺
3051,2,Thalassaemia,alpha,α⁺
3053,2,Thalassaemia,alpha,α⁺
3054,2,Thalassaemia,alpha,α⁺
3055,2,Thalassaemia,alpha,α⁺
3056,2,Thalassaemia,alpha,α⁺
3063,2,Thalassaemia,alpha,α⁺
3079,2,Thalassaemia,alpha,α⁺
3080,2,Thalassaemia,alpha,α⁺
3140,2,Thalassaemia,alpha,α⁺
3142,2,Thalassaemia,alpha,α⁺
3147,2,Thalassaemia,alpha,α⁺
3217,2,Thalassaemia,alpha,α⁺
3268,2,Thalassaemia,alpha,α⁺
3280,2,Thalassaemia,alpha,α⁺
3281,2,Thalassaemia,alpha,α⁺
3286,2,Thalassaemia,alpha,α⁺
3305,2,Thalassaemia,alpha,α⁺
3326,2,Thalassaemia,alpha,α⁺
3395,2,Thalassaemia,alpha,α⁺
3403,2,Thalassaemia,alpha,α⁺
3440,2,Thalassaemia,alpha,α⁺
3564,2,Thalassaemia,alpha,α⁺
3572,2,Thalassaemia,alpha,α⁺
3603,2,Thalassaemia,alpha,α⁺
3604,2,Thalassaemia,alpha,α⁺
3719,2,Thalassaemia,alpha,α⁺
3727,2,Thalassaemia,alpha,α⁺
3735,2,Thalassaemia,alpha,α⁺
3737,2,Thalassaemia,alpha,α⁺
3739,2,Thalassaemia,alpha,α⁺
3754,2,Thalassaemia,alpha,α⁺
3765,2,Thalassaemia,alpha,α⁺
3788,2,Thalassaemia,alpha,α⁺
3852,2,Thalassaemia,alpha,α⁺
3875,2,Thalassaemia,alpha,α⁺
346,3,Thalassaemia,alpha,α+/α0
357,3,Thalassaemia,alpha,α+/α0
366,3,Thalassaemia,alpha,α+/α0
367,3,Thalassaemia,alpha,α+/α0
369,3,Thalassaemia,alpha,α+/α0
370,3,Thalassaemia,alpha,α+/α0
377,3,Thalassaemia,alpha,α+/α0
380,3,Thalassaemia,alpha,α+/α0
384,3,Thalassaemia,alpha,α+/α0
390,3,Thalassaemia,alpha,α+/α0
391,3,Thalassaemia,alpha,α+/α0
398,3,Thalassaemia,alpha,α+/α0
404,3,Thalassaemia,alpha,α+/α0
424,3,Thalassaemia,alpha,α+/α0
425,3,Thalassaemia,alpha,α+/α0
426,3,Thalassaemia,alpha,α+/α0
427,3,Thalassaemia,alpha,α+/α0
428,3,Thalassaemia,alpha,α+/α0
42,4,Thalassaemia,beta,β0
43,4,Thalassaemia,beta,β0
44,4,Thalassaemia,beta,β0
45,4,Thalassaemia,beta,β0
46,4,Thalassaemia,beta,β0
47,4,Thalassaemia,beta,β0
48,4,Thalassaemia,beta,β0
49,4,Thalassaemia,beta,β0
50,4,Thalassaemia,beta,β0
51,4,Thalassaemia,beta,β0
52,4,Thalassaemia,beta,β0
54,4,Thalassaemia,beta,β0
55,4,Thalassaemia,beta,β0
56,4,Thalassaemia,beta,β0
57,4,Thalassaemia,beta,β0
58,4,Thalassaemia,beta,β0
59,4,Thalassaemia,beta,β0
60,4,Thalassaemia,beta,β0
61,4,Thalassaemia,beta,β0
62,4,Thalassaemia,beta,β0
63,4,Thalassaemia,beta,β0
64,4,Thalassaemia,beta,β0
66,4,Thalassaemia,beta,β0
67,4,Thalassaemia,beta,β0
68,4,Thalassaemia,beta,β0
69,4,Thalassaemia,beta,β0
70,4,Thalassaemia,beta,β0
71,4,Thalassaemia,beta,β0
72,4,Thalassaemia,beta,β0
73,4,Thalassaemia,beta,β0
74,4,Thalassaemia,beta,β0
75,4,Thalassaemia,beta,β0
77,4,Thalassaemia,beta,β0
78,4,Thalassaemia,beta,β0
81,4,Thalassaemia,beta,β0
83,4,Thalassaemia,beta,β0
84,4,Thalassaemia,beta,β0
85,4,Thalassaemia,beta,β0
87,4,Thalassaemia,beta,β0
89,4,Thalassaemia,beta,β0
90,4,Thalassaemia,beta,β0
92,4,Thalassaemia,beta,β0
93,4,Thalassaemia,beta,β0
95,4,Thalassaemia,beta,β0
97,4,Thalassaemia,beta,β0
99,4,Thalassaemia,beta,β0
100,4,Thalassaemia,beta,β0
101,4,Thalassaemia,beta,β0
102,4,Thalassaemia,beta,β0
103,4,Thalassaemia,beta,β0
104,4,Thalassaemia,beta,β0
105,4,Thalassaemia,beta,β0
106,4,Thalassaemia,beta,β0
107,4,Thalassaemia,beta,β0
114,4,Thalassaemia,beta,β0
116,4,Thalassaemia,beta,β0
117,4,Thalassaemia,beta,β0
118,4,Thalassaemia,beta,β0
119,4,Thalassaemia,beta,β0
120,4,Thalassaemia,beta,β0
121,4,Thalassaemia,beta,β0
124,4,Thalassaemia,beta,β0
125,4,Thalassaemia,beta,β0
126,4,Thalassaemia,beta,β0
128,4,Thalassaemia,beta,β0
130,4,Thalassaemia,beta,β0
132,4,Thalassaemia,beta,β0
133,4,Thalassaemia,beta,β0
134,4,Thalassaemia,beta,β0
135,4,Thalassaemia,beta,β0
136,4,Thalassaemia,beta,β0
137,4,Thalassaemia,beta,β0
138,4,Thalassaemia,beta,β0
139,4,Thalassaemia,beta,β0
140,4,Thalassaemia,beta,β0
141,4,Thalassaemia,beta,β0
142,4,Thalassaemia,beta,β0
143,4,Thalassaemia,beta,β0
144,4,Thalassaemia,beta,β0
145,4,Thalassaemia,beta,β0
146,4,Thalassaemia,beta,β0
147,4,Thalassaemia,beta,β0
148,4,Thalassaemia,beta,β0
149,4,Thalassaemia,beta,β0
150,4,Thalassaemia,beta,β0
151,4,Thalassaemia,beta,β0
152,4,Thalassaemia,beta,β0
153,4,Thalassaemia,beta,β0
155,4,Thalassaemia,beta,β0
156,4,Thalassaemia,beta,β0
157,4,Thalassaemia,beta,β0
158,4,Thalassaemia,beta,β0
159,4,Thalassaemia,beta,β0
161,4,Thalassaemia,beta,β0
162,4,Thalassaemia,beta,β0
163,4,Thalassaemia,beta,β0
164,4,Thalassaemia,beta,β0
165,4,Thalassaemia,beta,β0
166,4,Thalassaemia,beta,β0
167,4,Thalassaemia,beta,β0
168,4,Thalassaemia,beta,β0
169,4,Thalassaemia,beta,β0
171,4,Thalassaemia,beta,β0
172,4,Thalassaemia,beta,β0
173,4,Thalassaemia,beta,β0
174,4,Thalassaemia,beta,β0
175,4,Thalassaemia,beta,β0
176,4,Thalassaemia,beta,β0
177,4,Thalassaemia,beta,β0
178,4,Thalassaemia,beta,β0
179,4,Thalassaemia,beta,β0
180,4,Thalassaemia,beta,β0
181,4,Thalassaemia,beta,β0
182,4,Thalassaemia,beta,β0
183,4,Thalassaemia,beta,β0
184,4,Thalassaemia,beta,β0
185,4,Thalassaemia,beta,β0
186,4,Thalassaemia,beta,β0
187,4,Thalassaemia,beta,β0
188,4,Thalassaemia,beta,β0
189,4,Thalassaemia,beta,β0
190,4,Thalassaemia,beta,β0
191,4,Thalassaemia,beta,β0
192,4,Thalassaemia,beta,β0
194,4,Thalassaemia,beta,β0
196,4,Thalassaemia,beta,β0
198,4,Thalassaemia,beta,β0
199,4,Thalassaemia,beta,β0
200,4,Thalassaemia,beta,β0
201,4,Thalassaemia,beta,β0
202,4,Thalassaemia,beta,β0
205,4,Thalassaemia,beta,β0
207,4,Thalassaemia,beta,β0
223,4,Thalassaemia,beta,β0
224,4,Thalassaemia,beta,β0
225,4,Thalassaemia,beta,β0
226,4,Thalassaemia,beta,β0
227,4,Thalassaemia,beta,β0
228,4,Thalassaemia,beta,β0
231,4,Thalassaemia,beta,β0
235,4,Thalassaemia,beta,β0
240,4,Thalassaemia,beta,β0
249,4,Thalassaemia,beta,β0
254,4,Thalassaemia,beta,β0
257,4,Thalassaemia,beta,β0
258,4,Thalassaemia,beta,β0
262,4,Thalassaemia,beta,β0
280,4,Thalassaemia,beta,β0
281,4,Thalassaemia,beta,β0
282,4,Thalassaemia,beta,β0
283,4,Thalassaemia,beta,β0
284,4,Thalassaemia,beta,β0
285,4,Thalassaemia,beta,β0
286,4,Thalassaemia,beta,β0
288,4,Thalassaemia,beta,β0
289,4,Thalassaemia,beta,β0
290,4,Thalassaemia,beta,β0
291,4,Thalassaemia,beta,β0
292,4,Thalassaemia,beta,β0
293,4,Thalassaemia,beta,β0
294,4,Thalassaemia,beta,β0
295,4,Thalassaemia,beta,β0
296,4,Thalassaemia,beta,β0
298,4,Thalassaemia,beta,β0
299,4,Thalassaemia,beta,β0
1290,4,Thalassaemia,beta,β0
2122,4,Thalassaemia,beta,β0
2123,4,Thalassaemia,beta,β0
2125,4,Thalassaemia,beta,β0
2153,4,Thalassaemia,beta,β0
2174,4,Thalassaemia,beta,β0
2180,4,Thalassaemia,beta,β0
2181,4,Thalassaemia,beta,β0
2184,4,Thalassaemia,beta,β0
2185,4,Thalassaemia,beta,β0
2187,4,Thalassaemia,beta,β0
2188,4,Thalassaemia,beta,β0
2189,4,Thalassaemia,beta,β0
2190,4,Thalassaemia,beta,β0
2192,4,Thalassaemia,beta,β0
2193,4,Thalassaemia,beta,β0
2194,4,Thalassaemia,beta,β0
2197,4,Thalassaemia,beta,β0
2279,4,Thalassaemia,beta,β0
2283,4,Thalassaemia,beta,β0
2393,4,Thalassaemia,beta,β0
2462,4,Thalassaemia,beta,β0
2522,4,Thalassaemia,beta,β0
2553,4,Thalassaemia,beta,β0
2954,4,Thalassaemia,beta,β0
2958,4,Thalassaemia,beta,β0
2959,4,Thalassaemia,beta,β0
2960,4,Thalassaemia,beta,β0
2990,4,Thalassaemia,beta,β0
3014,4,Thalassaemia,beta,β0
3023,4,Thalassaemia,beta,β0
3057,4,Thalassaemia,beta,β0
3133,4,Thalassaemia,beta,β0
3225,4,Thalassaemia,beta,β0
3226,4,Thalassaemia,beta,β0
3253,4,Thalassaemia,beta,β0
3277,4,Thalassaemia,beta,β0
3278,4,Thalassaemia,beta,β0
3299,4,Thalassaemia,beta,β0
3311,4,Thalassaemia,beta,β0
3361,4,Thalassaemia,beta,β0
3393,4,Thalassaemia,beta,β0
3394,4,Thalassaemia,beta,β0
3437,4,Thalassaemia,beta,β0
3484,4,Thalassaemia,beta,β0
3513,4,Thalassaemia,beta,β0
3555,4,Thalassaemia,beta,β0
3561,4,Thalassaemia,beta,β0
3594,4,Thalassaemia,beta,β0
3609,4,Thalassaemia,beta,β0
3792,4,Thalassaemia,beta,β0
3823,4,Thalassaemia,beta,β0
3846,4,Thalassaemia,beta,β0
3854,4,Thalassaemia,beta,β0
3940,4,Thalassaemia,beta,β0
5,5,Thalassaemia,beta,β+
7,5,Thalassaemia,beta,β+
9,5,Thalassaemia,beta,β+
13,5,Thalassaemia,beta,β+
16,5,Thalassaemia,beta,β+
18,5,Thalassaemia,beta,β+
19,5,Thalassaemia,beta,β+
20,5,Thalassaemia,beta,β+
21,5,Thalassaemia,beta,β+
22,5,Thalassaemia,beta,β+
23,5,Thalassaemia,beta,β+
24,5,Thalassaemia,beta,β+
25,5,Thalassaemia,beta,β+
26,5,Thalassaemia,beta,β+
28,5,Thalassaemia,beta,β+
29,5,Thalassaemia,beta,β+
30,5,Thalassaemia,beta,β+
32,5,Thalassaemia,beta,β+
33,5,Thalassaemia,beta,β+
40,5,Thalassaemia,beta,β+
53,5,Thalassaemia,beta,β+
88,5,Thalassaemia,beta,β+
91,5,Thalassaemia,beta,β+
96,5,Thalassaemia,beta,β+
98,5,Thalassaemia,beta,β+
108,5,Thalassaemia,beta,β+
109,5,Thalassaemia,beta,β+
110,5,Thalassaemia,beta,β+
111,5,Thalassaemia,beta,β+
112,5,Thalassaemia,beta,β+
113,5,Thalassaemia,beta,β+
115,5,Thalassaemia,beta,β+
154,5,Thalassaemia,beta,β+
203,5,Thalassaemia,beta,β+
204,5,Thalassaemia,beta,β+
208,5,Thalassaemia,beta,β+
212,5,Thalassaemia,beta,β+
213,5,Thalassaemia,beta,β+
214,5,Thalassaemia,beta,β+
218,5,Thalassaemia,beta,β+
221,5,Thalassaemia,beta,β+
222,5,Thalassaemia,beta,β+
229,5,Thalassaemia,beta,β+
267,5,Thalassaemia,beta,β+
269,5,Thalassaemia,beta,β+
271,5,Thalassaemia,beta,β+
277,5,Thalassaemia,beta,β+
278,5,Thalassaemia,beta,β+
1235,5,Thalassaemia,beta,β+
2171,5,Thalassaemia,beta,β+
2172,5,Thalassaemia,beta,β+
2175,5,Thalassaemia,beta,β+
2177,5,Thalassaemia,beta,β+
2178,5,Thalassaemia,beta,β+
2179,5,Thalassaemia,beta,β+
2200,5,Thalassaemia,beta,β+
2407,5,Thalassaemia,beta,β+
2419,5,Thalassaemia,beta,β+
2463,5,Thalassaemia,beta,β+
2565,5,Thalassaemia,beta,β+
2566,5,Thalassaemia,beta,β+
2997,5,Thalassaemia,beta,β+
3019,5,Thalassaemia,beta,β+
3046,5,Thalassaemia,beta,β+
3224,5,Thalassaemia,beta,β+
3386,5,Thalassaemia,beta,β+
3391,5,Thalassaemia,beta,β+
3565,5,Thalassaemia,beta,β+
3616,5,Thalassaemia,beta,β+
3636,5,Thalassaemia,beta,β+
3710,5,Thalassaemia,beta,β+
3876,5,Thalassaemia,beta,β+
1,7,Thalassaemia,beta,β++
8,7,Thalassaemia,beta,β++
10,7,Thalassaemia,beta,β++
11,7,Thalassaemia,beta,β++
12,7,Thalassaemia,beta,β++
14,7,Thalassaemia,beta,β++
15,7,Thalassaemia,beta,β++
38,7,Thalassaemia,beta,β++
79,7,Thalassaemia,beta,β++
86,7,Thalassaemia,beta,β++
268,7,Thalassaemia,beta,β++
270,7,Thalassaemia,beta,β++
272,7,Thalassaemia,beta,β++
273,7,Thalassaemia,beta,β++
274,7,Thalassaemia,beta,β++
275,7,Thalassaemia,beta,β++
276,7,Thalassaemia,beta,β++
2198,7,Thalassaemia,beta,β++
2536,7,Thalassaemia,beta,β++
3069,7,Thalassaemia,beta,β++
3345,7,Thalassaemia,beta,β++
2,8,Thalassaemia,beta,β++ (silent)
3,8,Thalassaemia,beta,β++ (silent)
4,8,Thalassaemia,beta,β++ (silent)
6,8,Thalassaemia,beta,β++ (silent)
34,8,Thalassaemia,beta,β++ (silent)
35,8,Thalassaemia,beta,β++ (silent)
36,8,Thalassaemia,beta,β++ (silent)
39,8,Thalassaemia,beta,β++ (silent)
41,8,Thalassaemia,beta,β++ (silent)
219,8,Thalassaemia,beta,β++ (silent)
220,8,Thalassaemia,beta,β++ (silent)
267,8,Thalassaemia,beta,β++ (silent)
2176,8,Thalassaemia,beta,β++ (silent)
2564,8,Thalassaemia,beta,β++ (silent)
3045,8,Thalassaemia,beta,β++ (silent)
3276,8,Thalassaemia,beta,β++ (silent)
3443,8,Thalassaemia,beta,β++ (silent)
3464,8,Thalassaemia,beta,β++ (silent)
3605,8,Thalassaemia,beta,β++ (silent)
3786,8,Thalassaemia,beta,β++ (silent)
211,9,Thalassaemia,beta,β0 / β+
2298,9,Thalassaemia,beta,β0 / β+
1322,10,Thalassaemia,delta,δ0
1323,10,Thalassaemia,delta,δ0
1330,10,Thalassaemia,delta,δ0
1333,10,Thalassaemia,delta,δ0
1334,10,Thalassaemia,delta,δ0
1335,10,Thalassaemia,delta,δ0
1336,10,Thalassaemia,delta,δ0
1338,10,Thalassaemia,delta,δ0
1340,10,Thalassaemia,delta,δ0
1343,10,Thalassaemia,delta,δ0
2202,10,Thalassaemia,delta,δ0
2419,10,Thalassaemia,delta,δ0
2473,10,Thalassaemia,delta,δ0
2520,10,Thalassaemia,delta,δ0
2521,10,Thalassaemia,delta,δ0
2563,10,Thalassaemia,delta,δ0
2575,10,Thalassaemia,delta,δ0
3232,10,Thalassaemia,delta,δ0
3233,10,Thalassaemia,delta,δ0
3234,10,Thalassaemia,delta,δ0
3236,10,Thalassaemia,delta,δ0
3237,10,Thalassaemia,delta,δ0
3239,10,Thalassaemia,delta,δ0
3269,10,Thalassaemia,delta,δ0
3336,10,Thalassaemia,delta,δ0
3441,10,Thalassaemia,delta,δ0
3598,10,Thalassaemia,delta,δ0
3806,10,Thalassaemia,delta,δ0
3844,10,Thalassaemia,delta,δ0
1321,11,Thalassaemia,delta,δ+
1322,11,Thalassaemia,delta,δ+
1324,11,Thalassaemia,delta,δ+
1325,11,Thalassaemia,delta,δ+
1326,11,Thalassaemia,delta,δ+
1327,11,Thalassaemia,delta,δ+
1328,11,Thalassaemia,delta,δ+
1329,11,Thalassaemia,delta,δ+
1331,11,Thalassaemia,delta,δ+
1332,11,Thalassaemia,delta,δ+
1339,11,Thalassaemia,delta,δ+
1342,11,Thalassaemia,delta,δ+
1360,11,Thalassaemia,delta,δ+
1384,11,Thalassaemia,delta,δ+
1392,11,Thalassaemia,delta,δ+
2090,11,Thalassaemia,delta,δ+
2292,11,Thalassaemia,delta,δ+
2448,11,Thalassaemia,delta,δ+
2560,11,Thalassaemia,delta,δ+
2573,11,Thalassaemia,delta,δ+
2574,11,Thalassaemia,delta,δ+
3233,11,Thalassaemia,delta,δ+
3234,11,Thalassaemia,delta,δ+
3238,11,Thalassaemia,delta,δ+
3239,11,Thalassaemia,delta,δ+
3602,11,Thalassaemia,delta,δ+
3628,11,Thalassaemia,delta,δ+
1499,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1500,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1501,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1502,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1503,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1506,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1507,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1508,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1509,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1510,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1511,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1512,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1513,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1514,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
1515,12,Thalassaemia,beta-locus deletion,GγAγ(δβ)0
