ithaID,hemo_id,type,name
396,1,Thalassaemia,α-thalassaemia
397,1,Thalassaemia,α-thalassaemia
398,1,Thalassaemia,α-thalassaemia
399,1,Thalassaemia,α-thalassaemia
400,1,Thalassaemia,α-thalassaemia
401,1,Thalassaemia,α-thalassaemia
402,1,Thalassaemia,α-thalassaemia
404,1,Thalassaemia,α-thalassaemia
405,1,Thalassaemia,α-thalassaemia
406,1,Thalassaemia,α-thalassaemia
407,1,Thalassaemia,α-thalassaemia
408,1,Thalassaemia,α-thalassaemia
409,1,Thalassaemia,α-thalassaemia
410,1,Thalassaemia,α-thalassaemia
411,1,Thalassaemia,α-thalassaemia
412,1,Thalassaemia,α-thalassaemia
413,1,Thalassaemia,α-thalassaemia
414,1,Thalassaemia,α-thalassaemia
415,1,Thalassaemia,α-thalassaemia
416,1,Thalassaemia,α-thalassaemia
417,1,Thalassaemia,α-thalassaemia
418,1,Thalassaemia,α-thalassaemia
419,1,Thalassaemia,α-thalassaemia
420,1,Thalassaemia,α-thalassaemia
421,1,Thalassaemia,α-thalassaemia
422,1,Thalassaemia,α-thalassaemia
424,1,Thalassaemia,α-thalassaemia
425,1,Thalassaemia,α-thalassaemia
426,1,Thalassaemia,α-thalassaemia
427,1,Thalassaemia,α-thalassaemia
428,1,Thalassaemia,α-thalassaemia
611,1,Thalassaemia,α-thalassaemia
724,1,Thalassaemia,α-thalassaemia
2023,1,Thalassaemia,α-thalassaemia
2203,1,Thalassaemia,α-thalassaemia
2204,1,Thalassaemia,α-thalassaemia
2205,1,Thalassaemia,α-thalassaemia
2206,1,Thalassaemia,α-thalassaemia
2207,1,Thalassaemia,α-thalassaemia
2208,1,Thalassaemia,α-thalassaemia
2209,1,Thalassaemia,α-thalassaemia
2210,1,Thalassaemia,α-thalassaemia
2211,1,Thalassaemia,α-thalassaemia
2212,1,Thalassaemia,α-thalassaemia
2214,1,Thalassaemia,α-thalassaemia
2215,1,Thalassaemia,α-thalassaemia
2216,1,Thalassaemia,α-thalassaemia
2217,1,Thalassaemia,α-thalassaemia
2218,1,Thalassaemia,α-thalassaemia
2219,1,Thalassaemia,α-thalassaemia
2220,1,Thalassaemia,α-thalassaemia
2221,1,Thalassaemia,α-thalassaemia
2222,1,Thalassaemia,α-thalassaemia
2224,1,Thalassaemia,α-thalassaemia
2225,1,Thalassaemia,α-thalassaemia
2226,1,Thalassaemia,α-thalassaemia
2230,1,Thalassaemia,α-thalassaemia
2231,1,Thalassaemia,α-thalassaemia
2232,1,Thalassaemia,α-thalassaemia
2233,1,Thalassaemia,α-thalassaemia
2234,1,Thalassaemia,α-thalassaemia
2235,1,Thalassaemia,α-thalassaemia
2236,1,Thalassaemia,α-thalassaemia
2237,1,Thalassaemia,α-thalassaemia
2238,1,Thalassaemia,α-thalassaemia
2239,1,Thalassaemia,α-thalassaemia
2240,1,Thalassaemia,α-thalassaemia
2241,1,Thalassaemia,α-thalassaemia
2242,1,Thalassaemia,α-thalassaemia
2243,1,Thalassaemia,α-thalassaemia
2244,1,Thalassaemia,α-thalassaemia
2245,1,Thalassaemia,α-thalassaemia
2246,1,Thalassaemia,α-thalassaemia
2247,1,Thalassaemia,α-thalassaemia
2248,1,Thalassaemia,α-thalassaemia
2249,1,Thalassaemia,α-thalassaemia
2250,1,Thalassaemia,α-thalassaemia
2251,1,Thalassaemia,α-thalassaemia
2252,1,Thalassaemia,α-thalassaemia
2253,1,Thalassaemia,α-thalassaemia
2254,1,Thalassaemia,α-thalassaemia
2255,1,Thalassaemia,α-thalassaemia
2256,1,Thalassaemia,α-thalassaemia
2257,1,Thalassaemia,α-thalassaemia
2258,1,Thalassaemia,α-thalassaemia
2259,1,Thalassaemia,α-thalassaemia
2260,1,Thalassaemia,α-thalassaemia
2261,1,Thalassaemia,α-thalassaemia
2262,1,Thalassaemia,α-thalassaemia
2263,1,Thalassaemia,α-thalassaemia
2264,1,Thalassaemia,α-thalassaemia
2265,1,Thalassaemia,α-thalassaemia
2266,1,Thalassaemia,α-thalassaemia
2267,1,Thalassaemia,α-thalassaemia
2268,1,Thalassaemia,α-thalassaemia
2269,1,Thalassaemia,α-thalassaemia
2270,1,Thalassaemia,α-thalassaemia
2271,1,Thalassaemia,α-thalassaemia
2272,1,Thalassaemia,α-thalassaemia
2273,1,Thalassaemia,α-thalassaemia
2340,1,Thalassaemia,α-thalassaemia
2347,1,Thalassaemia,α-thalassaemia
2417,1,Thalassaemia,α-thalassaemia
2420,1,Thalassaemia,α-thalassaemia
2429,1,Thalassaemia,α-thalassaemia
2430,1,Thalassaemia,α-thalassaemia
2433,1,Thalassaemia,α-thalassaemia
2436,1,Thalassaemia,α-thalassaemia
2451,1,Thalassaemia,α-thalassaemia
2460,1,Thalassaemia,α-thalassaemia
2465,1,Thalassaemia,α-thalassaemia
2467,1,Thalassaemia,α-thalassaemia
2468,1,Thalassaemia,α-thalassaemia
2469,1,Thalassaemia,α-thalassaemia
2475,1,Thalassaemia,α-thalassaemia
2483,1,Thalassaemia,α-thalassaemia
2487,1,Thalassaemia,α-thalassaemia
2488,1,Thalassaemia,α-thalassaemia
2493,1,Thalassaemia,α-thalassaemia
2518,1,Thalassaemia,α-thalassaemia
2519,1,Thalassaemia,α-thalassaemia
2527,1,Thalassaemia,α-thalassaemia
2538,1,Thalassaemia,α-thalassaemia
2539,1,Thalassaemia,α-thalassaemia
2554,1,Thalassaemia,α-thalassaemia
2555,1,Thalassaemia,α-thalassaemia
2561,1,Thalassaemia,α-thalassaemia
2562,1,Thalassaemia,α-thalassaemia
2567,1,Thalassaemia,α-thalassaemia
2568,1,Thalassaemia,α-thalassaemia
2570,1,Thalassaemia,α-thalassaemia
2576,1,Thalassaemia,α-thalassaemia
2951,1,Thalassaemia,α-thalassaemia
2957,1,Thalassaemia,α-thalassaemia
2967,1,Thalassaemia,α-thalassaemia
2986,1,Thalassaemia,α-thalassaemia
2988,1,Thalassaemia,α-thalassaemia
3018,1,Thalassaemia,α-thalassaemia
3020,1,Thalassaemia,α-thalassaemia
3021,1,Thalassaemia,α-thalassaemia
3022,1,Thalassaemia,α-thalassaemia
3030,1,Thalassaemia,α-thalassaemia
3031,1,Thalassaemia,α-thalassaemia
3032,1,Thalassaemia,α-thalassaemia
3049,1,Thalassaemia,α-thalassaemia
3050,1,Thalassaemia,α-thalassaemia
3051,1,Thalassaemia,α-thalassaemia
3053,1,Thalassaemia,α-thalassaemia
3054,1,Thalassaemia,α-thalassaemia
3055,1,Thalassaemia,α-thalassaemia
3056,1,Thalassaemia,α-thalassaemia
3067,1,Thalassaemia,α-thalassaemia
3068,1,Thalassaemia,α-thalassaemia
3071,1,Thalassaemia,α-thalassaemia
3074,1,Thalassaemia,α-thalassaemia
3079,1,Thalassaemia,α-thalassaemia
3080,1,Thalassaemia,α-thalassaemia
3140,1,Thalassaemia,α-thalassaemia
3142,1,Thalassaemia,α-thalassaemia
3147,1,Thalassaemia,α-thalassaemia
3214,1,Thalassaemia,α-thalassaemia
3215,1,Thalassaemia,α-thalassaemia
3217,1,Thalassaemia,α-thalassaemia
3244,1,Thalassaemia,α-thalassaemia
3250,1,Thalassaemia,α-thalassaemia
3251,1,Thalassaemia,α-thalassaemia
3252,1,Thalassaemia,α-thalassaemia
3255,1,Thalassaemia,α-thalassaemia
3258,1,Thalassaemia,α-thalassaemia
3265,1,Thalassaemia,α-thalassaemia
3266,1,Thalassaemia,α-thalassaemia
3267,1,Thalassaemia,α-thalassaemia
3268,1,Thalassaemia,α-thalassaemia
3273,1,Thalassaemia,α-thalassaemia
3274,1,Thalassaemia,α-thalassaemia
3275,1,Thalassaemia,α-thalassaemia
3280,1,Thalassaemia,α-thalassaemia
3281,1,Thalassaemia,α-thalassaemia
3283,1,Thalassaemia,α-thalassaemia
3284,1,Thalassaemia,α-thalassaemia
3286,1,Thalassaemia,α-thalassaemia
3292,1,Thalassaemia,α-thalassaemia
3293,1,Thalassaemia,α-thalassaemia
3294,1,Thalassaemia,α-thalassaemia
3295,1,Thalassaemia,α-thalassaemia
3296,1,Thalassaemia,α-thalassaemia
3305,1,Thalassaemia,α-thalassaemia
3326,1,Thalassaemia,α-thalassaemia
3327,1,Thalassaemia,α-thalassaemia
3334,1,Thalassaemia,α-thalassaemia
3360,1,Thalassaemia,α-thalassaemia
3373,1,Thalassaemia,α-thalassaemia
3395,1,Thalassaemia,α-thalassaemia
3403,1,Thalassaemia,α-thalassaemia
3405,1,Thalassaemia,α-thalassaemia
3407,1,Thalassaemia,α-thalassaemia
3408,1,Thalassaemia,α-thalassaemia
3431,1,Thalassaemia,α-thalassaemia
3440,1,Thalassaemia,α-thalassaemia
3514,1,Thalassaemia,α-thalassaemia
3564,1,Thalassaemia,α-thalassaemia
3568,1,Thalassaemia,α-thalassaemia
3569,1,Thalassaemia,α-thalassaemia
3572,1,Thalassaemia,α-thalassaemia
3588,1,Thalassaemia,α-thalassaemia
3595,1,Thalassaemia,α-thalassaemia
3599,1,Thalassaemia,α-thalassaemia
3603,1,Thalassaemia,α-thalassaemia
3604,1,Thalassaemia,α-thalassaemia
3607,1,Thalassaemia,α-thalassaemia
3610,1,Thalassaemia,α-thalassaemia
3611,1,Thalassaemia,α-thalassaemia
3612,1,Thalassaemia,α-thalassaemia
3613,1,Thalassaemia,α-thalassaemia
3614,1,Thalassaemia,α-thalassaemia
3622,1,Thalassaemia,α-thalassaemia
3631,1,Thalassaemia,α-thalassaemia
3632,1,Thalassaemia,α-thalassaemia
3657,1,Thalassaemia,α-thalassaemia
3663,1,Thalassaemia,α-thalassaemia
3693,1,Thalassaemia,α-thalassaemia
3694,1,Thalassaemia,α-thalassaemia
3699,1,Thalassaemia,α-thalassaemia
3705,1,Thalassaemia,α-thalassaemia
3711,1,Thalassaemia,α-thalassaemia
3714,1,Thalassaemia,α-thalassaemia
3717,1,Thalassaemia,α-thalassaemia
3719,1,Thalassaemia,α-thalassaemia
3720,1,Thalassaemia,α-thalassaemia
3725,1,Thalassaemia,α-thalassaemia
3726,1,Thalassaemia,α-thalassaemia
3727,1,Thalassaemia,α-thalassaemia
3728,1,Thalassaemia,α-thalassaemia
3729,1,Thalassaemia,α-thalassaemia
3730,1,Thalassaemia,α-thalassaemia
3731,1,Thalassaemia,α-thalassaemia
3733,1,Thalassaemia,α-thalassaemia
3734,1,Thalassaemia,α-thalassaemia
3735,1,Thalassaemia,α-thalassaemia
3736,1,Thalassaemia,α-thalassaemia
3737,1,Thalassaemia,α-thalassaemia
3738,1,Thalassaemia,α-thalassaemia
3739,1,Thalassaemia,α-thalassaemia
3740,1,Thalassaemia,α-thalassaemia
3745,1,Thalassaemia,α-thalassaemia
3753,1,Thalassaemia,α-thalassaemia
3754,1,Thalassaemia,α-thalassaemia
3764,1,Thalassaemia,α-thalassaemia
3765,1,Thalassaemia,α-thalassaemia
3788,1,Thalassaemia,α-thalassaemia
3805,1,Thalassaemia,α-thalassaemia
3821,1,Thalassaemia,α-thalassaemia
3822,1,Thalassaemia,α-thalassaemia
3841,1,Thalassaemia,α-thalassaemia
3848,1,Thalassaemia,α-thalassaemia
3856,1,Thalassaemia,α-thalassaemia
3861,1,Thalassaemia,α-thalassaemia
3862,1,Thalassaemia,α-thalassaemia
3864,1,Thalassaemia,α-thalassaemia
3877,1,Thalassaemia,α-thalassaemia
3885,1,Thalassaemia,α-thalassaemia
3886,1,Thalassaemia,α-thalassaemia
3889,1,Thalassaemia,α-thalassaemia
3915,1,Thalassaemia,α-thalassaemia
1,2,Thalassaemia,β-thalassaemia
2,2,Thalassaemia,β-thalassaemia
3,2,Thalassaemia,β-thalassaemia
4,2,Thalassaemia,β-thalassaemia
5,2,Thalassaemia,β-thalassaemia
6,2,Thalassaemia,β-thalassaemia
7,2,Thalassaemia,β-thalassaemia
8,2,Thalassaemia,β-thalassaemia
9,2,Thalassaemia,β-thalassaemia
10,2,Thalassaemia,β-thalassaemia
11,2,Thalassaemia,β-thalassaemia
12,2,Thalassaemia,β-thalassaemia
13,2,Thalassaemia,β-thalassaemia
14,2,Thalassaemia,β-thalassaemia
15,2,Thalassaemia,β-thalassaemia
16,2,Thalassaemia,β-thalassaemia
17,2,Thalassaemia,β-thalassaemia
18,2,Thalassaemia,β-thalassaemia
19,2,Thalassaemia,β-thalassaemia
20,2,Thalassaemia,β-thalassaemia
21,2,Thalassaemia,β-thalassaemia
22,2,Thalassaemia,β-thalassaemia
23,2,Thalassaemia,β-thalassaemia
24,2,Thalassaemia,β-thalassaemia
25,2,Thalassaemia,β-thalassaemia
26,2,Thalassaemia,β-thalassaemia
28,2,Thalassaemia,β-thalassaemia
29,2,Thalassaemia,β-thalassaemia
30,2,Thalassaemia,β-thalassaemia
31,2,Thalassaemia,β-thalassaemia
32,2,Thalassaemia,β-thalassaemia
33,2,Thalassaemia,β-thalassaemia
34,2,Thalassaemia,β-thalassaemia
35,2,Thalassaemia,β-thalassaemia
36,2,Thalassaemia,β-thalassaemia
38,2,Thalassaemia,β-thalassaemia
39,2,Thalassaemia,β-thalassaemia
40,2,Thalassaemia,β-thalassaemia
41,2,Thalassaemia,β-thalassaemia
42,2,Thalassaemia,β-thalassaemia
43,2,Thalassaemia,β-thalassaemia
44,2,Thalassaemia,β-thalassaemia
45,2,Thalassaemia,β-thalassaemia
46,2,Thalassaemia,β-thalassaemia
47,2,Thalassaemia,β-thalassaemia
48,2,Thalassaemia,β-thalassaemia
49,2,Thalassaemia,β-thalassaemia
50,2,Thalassaemia,β-thalassaemia
51,2,Thalassaemia,β-thalassaemia
52,2,Thalassaemia,β-thalassaemia
53,2,Thalassaemia,β-thalassaemia
54,2,Thalassaemia,β-thalassaemia
55,2,Thalassaemia,β-thalassaemia
56,2,Thalassaemia,β-thalassaemia
57,2,Thalassaemia,β-thalassaemia
58,2,Thalassaemia,β-thalassaemia
59,2,Thalassaemia,β-thalassaemia
60,2,Thalassaemia,β-thalassaemia
61,2,Thalassaemia,β-thalassaemia
62,2,Thalassaemia,β-thalassaemia
63,2,Thalassaemia,β-thalassaemia
64,2,Thalassaemia,β-thalassaemia
65,2,Thalassaemia,β-thalassaemia
66,2,Thalassaemia,β-thalassaemia
67,2,Thalassaemia,β-thalassaemia
68,2,Thalassaemia,β-thalassaemia
69,2,Thalassaemia,β-thalassaemia
70,2,Thalassaemia,β-thalassaemia
71,2,Thalassaemia,β-thalassaemia
72,2,Thalassaemia,β-thalassaemia
73,2,Thalassaemia,β-thalassaemia
74,2,Thalassaemia,β-thalassaemia
75,2,Thalassaemia,β-thalassaemia
76,2,Thalassaemia,β-thalassaemia
77,2,Thalassaemia,β-thalassaemia
78,2,Thalassaemia,β-thalassaemia
79,2,Thalassaemia,β-thalassaemia
80,2,Thalassaemia,β-thalassaemia
81,2,Thalassaemia,β-thalassaemia
83,2,Thalassaemia,β-thalassaemia
84,2,Thalassaemia,β-thalassaemia
85,2,Thalassaemia,β-thalassaemia
86,2,Thalassaemia,β-thalassaemia
87,2,Thalassaemia,β-thalassaemia
88,2,Thalassaemia,β-thalassaemia
89,2,Thalassaemia,β-thalassaemia
90,2,Thalassaemia,β-thalassaemia
91,2,Thalassaemia,β-thalassaemia
92,2,Thalassaemia,β-thalassaemia
93,2,Thalassaemia,β-thalassaemia
94,2,Thalassaemia,β-thalassaemia
95,2,Thalassaemia,β-thalassaemia
96,2,Thalassaemia,β-thalassaemia
97,2,Thalassaemia,β-thalassaemia
98,2,Thalassaemia,β-thalassaemia
99,2,Thalassaemia,β-thalassaemia
100,2,Thalassaemia,β-thalassaemia
101,2,Thalassaemia,β-thalassaemia
102,2,Thalassaemia,β-thalassaemia
103,2,Thalassaemia,β-thalassaemia
104,2,Thalassaemia,β-thalassaemia
105,2,Thalassaemia,β-thalassaemia
106,2,Thalassaemia,β-thalassaemia
107,2,Thalassaemia,β-thalassaemia
108,2,Thalassaemia,β-thalassaemia
109,2,Thalassaemia,β-thalassaemia
111,2,Thalassaemia,β-thalassaemia
112,2,Thalassaemia,β-thalassaemia
113,2,Thalassaemia,β-thalassaemia
114,2,Thalassaemia,β-thalassaemia
115,2,Thalassaemia,β-thalassaemia
116,2,Thalassaemia,β-thalassaemia
117,2,Thalassaemia,β-thalassaemia
118,2,Thalassaemia,β-thalassaemia
119,2,Thalassaemia,β-thalassaemia
120,2,Thalassaemia,β-thalassaemia
121,2,Thalassaemia,β-thalassaemia
124,2,Thalassaemia,β-thalassaemia
125,2,Thalassaemia,β-thalassaemia
126,2,Thalassaemia,β-thalassaemia
127,2,Thalassaemia,β-thalassaemia
128,2,Thalassaemia,β-thalassaemia
129,2,Thalassaemia,β-thalassaemia
130,2,Thalassaemia,β-thalassaemia
131,2,Thalassaemia,β-thalassaemia
132,2,Thalassaemia,β-thalassaemia
133,2,Thalassaemia,β-thalassaemia
134,2,Thalassaemia,β-thalassaemia
135,2,Thalassaemia,β-thalassaemia
136,2,Thalassaemia,β-thalassaemia
137,2,Thalassaemia,β-thalassaemia
138,2,Thalassaemia,β-thalassaemia
139,2,Thalassaemia,β-thalassaemia
140,2,Thalassaemia,β-thalassaemia
141,2,Thalassaemia,β-thalassaemia
142,2,Thalassaemia,β-thalassaemia
143,2,Thalassaemia,β-thalassaemia
144,2,Thalassaemia,β-thalassaemia
145,2,Thalassaemia,β-thalassaemia
146,2,Thalassaemia,β-thalassaemia
147,2,Thalassaemia,β-thalassaemia
148,2,Thalassaemia,β-thalassaemia
149,2,Thalassaemia,β-thalassaemia
150,2,Thalassaemia,β-thalassaemia
151,2,Thalassaemia,β-thalassaemia
152,2,Thalassaemia,β-thalassaemia
153,2,Thalassaemia,β-thalassaemia
154,2,Thalassaemia,β-thalassaemia
155,2,Thalassaemia,β-thalassaemia
156,2,Thalassaemia,β-thalassaemia
157,2,Thalassaemia,β-thalassaemia
158,2,Thalassaemia,β-thalassaemia
159,2,Thalassaemia,β-thalassaemia
160,2,Thalassaemia,β-thalassaemia
161,2,Thalassaemia,β-thalassaemia
162,2,Thalassaemia,β-thalassaemia
163,2,Thalassaemia,β-thalassaemia
164,2,Thalassaemia,β-thalassaemia
165,2,Thalassaemia,β-thalassaemia
166,2,Thalassaemia,β-thalassaemia
167,2,Thalassaemia,β-thalassaemia
168,2,Thalassaemia,β-thalassaemia
169,2,Thalassaemia,β-thalassaemia
170,2,Thalassaemia,β-thalassaemia
171,2,Thalassaemia,β-thalassaemia
172,2,Thalassaemia,β-thalassaemia
173,2,Thalassaemia,β-thalassaemia
174,2,Thalassaemia,β-thalassaemia
175,2,Thalassaemia,β-thalassaemia
176,2,Thalassaemia,β-thalassaemia
177,2,Thalassaemia,β-thalassaemia
178,2,Thalassaemia,β-thalassaemia
179,2,Thalassaemia,β-thalassaemia
180,2,Thalassaemia,β-thalassaemia
181,2,Thalassaemia,β-thalassaemia
182,2,Thalassaemia,β-thalassaemia
183,2,Thalassaemia,β-thalassaemia
184,2,Thalassaemia,β-thalassaemia
185,2,Thalassaemia,β-thalassaemia
186,2,Thalassaemia,β-thalassaemia
187,2,Thalassaemia,β-thalassaemia
188,2,Thalassaemia,β-thalassaemia
189,2,Thalassaemia,β-thalassaemia
190,2,Thalassaemia,β-thalassaemia
191,2,Thalassaemia,β-thalassaemia
192,2,Thalassaemia,β-thalassaemia
193,2,Thalassaemia,β-thalassaemia
194,2,Thalassaemia,β-thalassaemia
195,2,Thalassaemia,β-thalassaemia
196,2,Thalassaemia,β-thalassaemia
198,2,Thalassaemia,β-thalassaemia
199,2,Thalassaemia,β-thalassaemia
200,2,Thalassaemia,β-thalassaemia
201,2,Thalassaemia,β-thalassaemia
202,2,Thalassaemia,β-thalassaemia
203,2,Thalassaemia,β-thalassaemia
204,2,Thalassaemia,β-thalassaemia
205,2,Thalassaemia,β-thalassaemia
206,2,Thalassaemia,β-thalassaemia
207,2,Thalassaemia,β-thalassaemia
208,2,Thalassaemia,β-thalassaemia
209,2,Thalassaemia,β-thalassaemia
210,2,Thalassaemia,β-thalassaemia
211,2,Thalassaemia,β-thalassaemia
212,2,Thalassaemia,β-thalassaemia
213,2,Thalassaemia,β-thalassaemia
214,2,Thalassaemia,β-thalassaemia
215,2,Thalassaemia,β-thalassaemia
216,2,Thalassaemia,β-thalassaemia
217,2,Thalassaemia,β-thalassaemia
218,2,Thalassaemia,β-thalassaemia
219,2,Thalassaemia,β-thalassaemia
220,2,Thalassaemia,β-thalassaemia
221,2,Thalassaemia,β-thalassaemia
222,2,Thalassaemia,β-thalassaemia
223,2,Thalassaemia,β-thalassaemia
224,2,Thalassaemia,β-thalassaemia
225,2,Thalassaemia,β-thalassaemia
226,2,Thalassaemia,β-thalassaemia
227,2,Thalassaemia,β-thalassaemia
228,2,Thalassaemia,β-thalassaemia
229,2,Thalassaemia,β-thalassaemia
230,2,Thalassaemia,β-thalassaemia
231,2,Thalassaemia,β-thalassaemia
232,2,Thalassaemia,β-thalassaemia
233,2,Thalassaemia,β-thalassaemia
234,2,Thalassaemia,β-thalassaemia
235,2,Thalassaemia,β-thalassaemia
236,2,Thalassaemia,β-thalassaemia
237,2,Thalassaemia,β-thalassaemia
238,2,Thalassaemia,β-thalassaemia
239,2,Thalassaemia,β-thalassaemia
240,2,Thalassaemia,β-thalassaemia
241,2,Thalassaemia,β-thalassaemia
242,2,Thalassaemia,β-thalassaemia
243,2,Thalassaemia,β-thalassaemia
244,2,Thalassaemia,β-thalassaemia
245,2,Thalassaemia,β-thalassaemia
246,2,Thalassaemia,β-thalassaemia
247,2,Thalassaemia,β-thalassaemia
248,2,Thalassaemia,β-thalassaemia
249,2,Thalassaemia,β-thalassaemia
250,2,Thalassaemia,β-thalassaemia
252,2,Thalassaemia,β-thalassaemia
253,2,Thalassaemia,β-thalassaemia
254,2,Thalassaemia,β-thalassaemia
255,2,Thalassaemia,β-thalassaemia
256,2,Thalassaemia,β-thalassaemia
257,2,Thalassaemia,β-thalassaemia
258,2,Thalassaemia,β-thalassaemia
259,2,Thalassaemia,β-thalassaemia
260,2,Thalassaemia,β-thalassaemia
261,2,Thalassaemia,β-thalassaemia
262,2,Thalassaemia,β-thalassaemia
263,2,Thalassaemia,β-thalassaemia
264,2,Thalassaemia,β-thalassaemia
265,2,Thalassaemia,β-thalassaemia
267,2,Thalassaemia,β-thalassaemia
268,2,Thalassaemia,β-thalassaemia
269,2,Thalassaemia,β-thalassaemia
270,2,Thalassaemia,β-thalassaemia
271,2,Thalassaemia,β-thalassaemia
272,2,Thalassaemia,β-thalassaemia
273,2,Thalassaemia,β-thalassaemia
274,2,Thalassaemia,β-thalassaemia
275,2,Thalassaemia,β-thalassaemia
276,2,Thalassaemia,β-thalassaemia
277,2,Thalassaemia,β-thalassaemia
278,2,Thalassaemia,β-thalassaemia
280,2,Thalassaemia,β-thalassaemia
281,2,Thalassaemia,β-thalassaemia
282,2,Thalassaemia,β-thalassaemia
283,2,Thalassaemia,β-thalassaemia
284,2,Thalassaemia,β-thalassaemia
285,2,Thalassaemia,β-thalassaemia
286,2,Thalassaemia,β-thalassaemia
288,2,Thalassaemia,β-thalassaemia
289,2,Thalassaemia,β-thalassaemia
290,2,Thalassaemia,β-thalassaemia
291,2,Thalassaemia,β-thalassaemia
292,2,Thalassaemia,β-thalassaemia
293,2,Thalassaemia,β-thalassaemia
294,2,Thalassaemia,β-thalassaemia
295,2,Thalassaemia,β-thalassaemia
296,2,Thalassaemia,β-thalassaemia
298,2,Thalassaemia,β-thalassaemia
299,2,Thalassaemia,β-thalassaemia
1235,2,Thalassaemia,β-thalassaemia
1241,2,Thalassaemia,β-thalassaemia
1257,2,Thalassaemia,β-thalassaemia
1264,2,Thalassaemia,β-thalassaemia
1290,2,Thalassaemia,β-thalassaemia
1505,2,Thalassaemia,β-thalassaemia
2024,2,Thalassaemia,β-thalassaemia
